ActivityDate,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,Floors,CaloriesBMR,MarginalCalories,RestingHeartRate
2/12/2020,1432,0.949999988079071,0.949999988079071,0,0,0,0.949999988079071,0,0,0,54,1386,1397,4,1261,89,
2/13/2020,7346,4.92999982833862,4.92999982833862,0,0.150000005960464,0.28999999165535,4.46999979019165,0,2,7,269,603,1983,6,1261,472,70
2/14/2020,5544,3.77999997138977,3.77999997138977,0,0,0.170000001788139,3.59999990463257,0,0,8,222,511,1780,10,1261,319,69
2/15/2020,5690,3.88000011444092,3.88000011444092,0,0,0,3.86999988555908,0,0,0,261,743,1815,7,1261,345,69
2/16/2020,4445,3.00999999046326,3.00999999046326,0,0,0,3,0,0,0,209,647,1727,7,1261,272,69
2/17/2020,5938,4,4,0,0.46000000834465,0.379999995231628,3.15000009536743,0,7,7,177,486,1723,11,1261,304,70
2/18/2020,8316,5.71999979019165,5.71999979019165,0,0,0.239999994635582,5.38000011444092,0,0,8,331,487,2056,16,1261,496,68
2/19/2020,5472,3.60999989509583,3.60999989509583,0,0.550000011920929,0.200000002980232,2.84999990463257,0,8,4,191,559,1755,4,1261,311,65
2/20/2020,6214,4.09999990463257,4.09999990463257,0,0.490000009536743,0.180000007152557,3.4300000667572,0,7,4,197,618,1739,8,1261,305,64
2/21/2020,3534,2.41000008583069,2.41000008583069,0,0,0,2.40000009536743,0,0,0,190,788,1663,3,1261,221,63
2/22/2020,6270,4.17999982833862,4.17999982833862,0,0.400000005960464,0.46000000834465,3.3199999332428,0,8,25,258,637,2106,10,1261,517,64
2/23/2020,5566,3.72000002861023,3.72000002861023,0,0.059999998658895,0.280000001192093,3.36999988555908,0,1,6,194,699,1768,9,1261,303,65
2/24/2020,7864,5.30999994277954,5.30999994277954,0,0.490000009536743,0.509999990463257,4.28999996185303,0,7,17,242,701,1943,12,1261,438,67
2/25/2020,8051,5.48000001907349,5.48000001907349,0,1.05999994277954,0.509999990463257,3.90000009536743,0,14,10,249,660,1888,17,1261,407,65
2/26/2020,5890,4,4,0,0.560000002384186,0.029999999329448,3.41000008583069,0,8,1,205,776,1792,12,1261,335,67
2/27/2020,6498,4.42000007629395,4.42000007629395,0,0,0,4.40999984741211,0,0,0,222,729,1789,11,1261,333,66
2/28/2020,5183,3.50999999046326,3.50999999046326,0,0.360000014305115,0.150000005960464,2.99000000953674,0,5,5,185,707,1786,9,1261,298,65
2/29/2020,7955,5.3899998664856,5.3899998664856,0,0,0.209999993443489,5.15999984741211,0,0,7,334,460,2117,18,1261,550,66
3/1/2020,6375,4.30999994277954,4.30999994277954,0,0,0,4.30000019073486,0,0,0,249,587,1913,6,1261,393,68
3/2/2020,14311,9.72000026702881,9.72000026702881,0,4.73000001907349,0.419999986886978,4.55999994277954,0,62,16,238,583,2391,34,1261,843,68
3/3/2020,5187,3.51999998092651,3.51999998092651,0,0,0,3.50999999046326,0,0,0,242,424,1874,2,1261,353,68
3/4/2020,9213,6.25,6.25,0,0.430000007152557,0.340000003576279,5.46000003814697,0,6,6,326,638,2160,14,1261,585,70
3/5/2020,6664,4.55000019073486,4.55000019073486,0,0,0,4.53999996185303,0,0,0,235,721,1830,9,1261,346,69
3/6/2020,7731,5.23999977111816,5.23999977111816,0,0,0,5.23000001907349,0,0,0,321,689,1971,11,1261,441,68
3/7/2020,8619,5.88000011444092,5.88000011444092,0,0.170000001788139,0.28999999165535,5.40999984741211,0,5,18,293,511,2089,14,1261,530,68
3/8/2020,4505,3.05999994277954,3.05999994277954,0,0,0,3.04999995231628,0,0,0,187,581,1661,7,1261,245,66
3/9/2020,5796,3.90000009536743,3.90000009536743,0,0,0,3.89000010490417,0,0,0,227,234,1780,6,1261,321,66
3/10/2020,6125,4.01999998092651,4.01999998092651,0,0,0,4,0,0,0,242,708,1814,3,1261,344,63
3/11/2020,4059,2.74000000953674,2.74000000953674,0,0.419999986886978,0.119999997317791,2.20000004768372,0,7,3,135,787,1630,11,1261,230,62
3/12/2020,6474,4.40999984741211,4.40999984741211,0,0.680000007152557,0.589999973773956,3.13000011444092,0,10,10,165,1255,1731,5,1261,305,62
3/13/2020,6380,4.30000019073486,4.30000019073486,0,0,0,4.28000020980835,0,0,0,300,621,1923,7,1261,383,62
3/14/2020,13870,9.4399995803833,9.4399995803833,0,5.73999977111816,0.5,3.1800000667572,0,77,14,185,258,2205,49,1261,702,62
3/15/2020,1954,1.29999995231628,1.29999995231628,0,0,0,1.28999996185303,0,0,0,94,921,1446,1,1261,111,62
3/16/2020,8429,5.65999984741211,5.65999984741211,0,1.55999994277954,0.850000023841858,3.23000001907349,0,25,18,227,627,1987,13,1261,459,63
3/17/2020,10064,6.80999994277954,6.80999994277954,0,0.850000023841858,0.860000014305115,5.07999992370605,0,13,21,305,609,2118,13,1261,556,63
3/18/2020,13282,9.03999996185303,9.03999996185303,0,2.80999994277954,1.33000004291534,4.76000022888184,0,40,28,236,542,2159,17,1261,619,62
3/19/2020,8766,5.96999979019165,5.96999979019165,0,1.13999998569489,1.35000002384186,3.46000003814697,0,16,32,271,636,2058,12,1261,503,63
3/20/2020,6796,4.46999979019165,4.46999979019165,0,0,0,4.44999980926514,0,0,0,280,644,1975,13,1261,441,65
3/21/2020,8392,5.67999982833862,5.67999982833862,0,0,0.519999980926514,5.1399998664856,0,0,9,324,579,2054,3,1261,501,68
3/22/2020,6632,4.44000005722046,4.44000005722046,0,0,0,4.42999982833862,0,0,0,214,1153,1780,8,1261,329,67
3/23/2020,253,0.170000001788139,0.170000001788139,0,0,0,0.170000001788139,0,0,0,15,886,1297,1,1261,20,
3/24/2020,9104,6.1399998664856,6.1399998664856,0,0.560000002384186,0.5799999833107,5,0,8,14,255,399,1990,16,1261,476,66
