SleepDay,TotalSleepRecords,TotalMinutesAsleep,TotalTimeInBed,TotalTimeAwake,TotalMinutesLight,TotalMinutesDeep,TotalMinutesREM
3/9/2020 12:00:00 AM,1,238,265,27,120,40,78
3/10/2020 12:00:00 AM,1,463,519,56,237,90,136
3/11/2020 12:00:00 AM,1,201,228,27,80,49,72
3/12/2020 12:00:00 AM,1,283,322,39,208,29,46
3/13/2020 12:00:00 AM,2,433,491,51,197,77,73
3/14/2020 12:00:00 AM,1,482,566,84,282,80,120
3/15/2020 12:00:00 AM,1,673,822,149,438,90,145
3/16/2020 12:00:00 AM,1,501,579,78,310,70,121
3/17/2020 12:00:00 AM,2,368,445,64,148,57,41
3/18/2020 12:00:00 AM,1,461,529,68,275,69,117
3/19/2020 12:00:00 AM,1,391,481,90,230,80,81
3/20/2020 12:00:00 AM,1,487,588,101,351,63,73
3/21/2020 12:00:00 AM,2,397,463,53,138,73,99
3/22/2020 12:00:00 AM,2,575,633,54,259,87,120
3/23/2020 12:00:00 AM,2,342,407,56,139,59,35
3/24/2020 12:00:00 AM,1,356,421,65,194,58,104
3/25/2020 12:00:00 AM,2,423,512,69,208,27,38
3/26/2020 12:00:00 AM,2,460,564,104,281,91,88
3/27/2020 12:00:00 AM,1,401,495,94,206,99,96
3/28/2020 12:00:00 AM,2,482,573,91,281,93,108
3/29/2020 12:00:00 AM,1,486,580,94,312,78,96
3/30/2020 12:00:00 AM,1,445,554,109,225,92,128
3/31/2020 12:00:00 AM,1,415,501,86,257,49,109
4/1/2020 12:00:00 AM,3,310,368,50,118,19,27
4/2/2020 12:00:00 AM,2,422,492,57,167,41,74
4/3/2020 12:00:00 AM,1,423,508,85,220,83,120
4/4/2020 12:00:00 AM,2,431,495,53,151,67,80
4/5/2020 12:00:00 AM,1,428,494,66,228,78,122
4/6/2020 12:00:00 AM,1,282,345,63,179,51,52
4/7/2020 12:00:00 AM,1,414,512,98,230,97,87
4/8/2020 12:00:00 AM,1,420,500,80,233,98,89
4/9/2020 12:00:00 AM,1,455,562,107,260,78,117
