ActivityDate,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,Floors,CaloriesBMR,MarginalCalories,RestingHeartRate
3/9/2020,4430,3.24000000953674,3.24000000953674,0,1.44000005722046,0.52999997138977,1.25999999046326,0,26,11,125,752,2620,9,1905,436,56
3/10/2020,6868,5.17000007629395,5.17000007629395,0,2.48000001907349,0.389999985694885,2.27999997138977,0,38,11,147,750,2853,12,1906,629,58
3/11/2020,11251,8.60999965667725,8.60999965667725,0,6.78999996185303,0.200000002980232,1.61000001430511,0,90,4,141,694,3273,12,1906,980,60
3/12/2020,6818,5.01999998092651,5.01999998092651,0,1.60000002384186,1.14999997615814,2.26999998092651,0,25,23,147,643,2691,11,1906,561,59
3/13/2020,9810,7.3899998664856,7.3899998664856,0,3.6800000667572,1.73000001907349,1.85000002384186,0,53,26,102,622,2859,10,1906,715,58
3/14/2020,10312,7.8899998664856,7.8899998664856,0,1.87999999523163,3.28999996185303,2.71000003814697,0,32,66,133,699,3047,15,1906,853,57
3/15/2020,11590,8.64999961853027,8.64999961853027,0,6.42000007629395,0.680000007152557,1.32000005245209,0,95,16,104,628,3164,13,1906,956,57
3/16/2020,10216,7.67000007629395,7.67000007629395,0,4.57000017166138,1.63999998569489,1.39999997615814,0,78,27,102,713,3173,11,1906,973,57
3/17/2020,11038,8.34000015258789,8.34000015258789,0,4.55000019073486,1.53999996185303,2.03999996185303,0,63,27,133,721,3037,15,1906,850,58
3/18/2020,10172,7.75,7.75,0,3.02999997138977,1.64999997615814,2.49000000953674,0,40,24,146,741,3023,19,1906,809,58
3/19/2020,13034,9.71000003814697,9.71000003814697,0,4.69999980926514,2.54999995231628,2.17000007629394,0,69,42,127,573,3224,18,1906,1001,58
3/20/2020,5175,3.85999989509583,3.85999989509583,0,0.870000004768372,0.620000004768372,2.35999989509583,0,14,10,159,672,2736,9,1906,487,57
3/21/2020,13661,10.3199996948242,10.3199996948242,0,6.94999980926514,2.10999989509583,1.25,0,94,33,105,692,3207,18,1901,992,57
3/22/2020,10815,8.02999973297119,8.02999973297119,0,5.30999994277954,0.5799999833107,1.83000004291534,0,77,13,120,737,3043,17,1900,857,58
3/23/2020,7159,5.34999990463257,5.34999990463257,0,3.3199999332428,0.490000009536743,1.5,0,51,9,127,707,2830,11,1899,676,58
3/24/2020,7602,5.67000007629395,5.67000007629395,0,2.72000002861023,1.38999998569489,1.54999995231628,0,39,22,104,741,2686,5,1899,577,58
3/25/2020,7750,5.82999992370605,5.82999992370605,0,4.03999996185303,0.479999989271164,1.19000005722046,0,58,11,111,701,2755,3,1898,629,56
3/26/2020,8085,5.96999979019165,5.96999979019165,0,3.75,0.540000021457672,1.66999995708466,0,58,11,131,681,2955,8,1898,704,55
3/27/2020,10111,7.59000015258789,7.59000015258789,0,4.30000019073486,0.97000002861023,2.30999994277954,0,64,17,144,651,3136,10,1898,857,56
3/28/2020,8274,6.26000022888184,6.26000022888184,0,4.01999998092651,0.699999988079071,1.47000002861023,0,55,11,112,760,2939,23,1898,690,58
3/29/2020,9891,7.32000017166138,7.32000017166138,0,4.36999988555908,0.75,2.20000004768372,0,72,13,116,487,3093,19,1898,890,59
3/30/2020,11116,8.48999977111816,8.48999977111816,0,4.90000009536743,1.88999998569489,1.69000005722046,0,66,31,117,732,3001,21,1898,796,58
3/31/2020,12289,9.30000019073486,9.30000019073486,0,7.3899998664856,0.75,1.0900000333786,0,101,18,91,610,3274,15,1898,1058,57
4/1/2020,12088,9.10000038146973,9.10000038146973,0,6.65999984741211,0.949999988079071,1.47000002861023,0,95,17,113,655,3125,12,1898,929,58
4/2/2020,12731,9.63000011444092,9.63000011444092,0,7.32000017166138,0.939999997615814,1.36000001430511,0,101,16,113,684,3415,18,1897,1197,60
4/3/2020,12472,9.27999973297119,9.27999973297119,0,6.19999980926514,2.01999998092651,1.03999996185303,0,103,30,85,728,3380,37,1897,1205,59
4/4/2020,4876,3.67000007629395,3.67000007629395,0,0.540000021457672,1.01999998092651,2.09999990463257,0,11,29,118,813,2579,12,1893,460,60
4/5/2020,12066,9.02000045776367,9.02000045776367,0,4.88000011444092,2.96000003814697,1.1599999666214,0,69,44,102,771,3169,22,1892,974,61
4/6/2020,11435,8.47000026702881,8.47000026702881,0,4.28999996185303,2.73000001907349,1.44000005722046,0,61,45,107,661,2972,17,1891,818,59
4/7/2020,11728,8.76000022888184,8.76000022888184,0,4.11999988555908,2.75,1.87999999523163,0,63,44,119,629,3046,18,1891,888,58
4/8/2020,11077,8.3100004196167,8.3100004196167,0,4.69999980926514,1.95000004768372,1.62000000476837,0,68,31,113,703,3106,32,1890,819,59
4/9/2020,12209,9.0600004196167,9.0600004196167,0,4.71000003814697,2.28999996185303,2.04999995231628,0,87,36,128,572,3159,48,1703,1193,60
