ActivityDate,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,Floors,CaloriesBMR,MarginalCalories,RestingHeartRate
2/12/2019,4048,2.849999905,2.849999905,0,0,0,2.839999914,0,0,0,178,1262,2347,9,1891,340,78
2/13/2019,10093,7,7,0,0.589999974,0.090000004,6.309999943,0,8,2,347,644,3035,14,1981,736,78
2/14/2019,7395,5.199999809,5.199999809,0,0,0,5.190000057,0,0,0,330,625,2949,15,2012,611,77
2/15/2019,7654,5.380000114,5.380000114,0,0,0,5.369999886,0,0,0,271,712,2825,12,2027,556,75
2/16/2019,11050,7.610000134,7.610000134,0,0,0,7.590000153,0,0,0,430,656,3382,11,2036,936,75
2/17/2019,7822,5.5,5.5,0,0,0,5.489999771,0,0,0,319,636,2969,32,2042,639,74
2/18/2019,5137,3.599999905,3.599999905,0,0,0,3.589999914,0,0,0,225,697,2608,6,2046,383,74
2/19/2019,6142,4.289999962,4.289999962,0,1.200000048,0.479999989,2.599999905,0,16,7,156,781,2600,15,2049,429,73
2/20/2019,6418,4.510000229,4.510000229,0,0.079999998,0.039999999,4.380000114,0,5,4,316,743,2994,16,2052,645,72
2/21/2019,5867,4.03000021,4.03000021,0,0,0,4.03000021,0,0,0,217,619,2716,9,2054,465,74
2/22/2019,8598,6.050000191,6.050000191,0,0,0,6.03000021,0,0,0,317,594,3070,13,2055,727,75
2/23/2019,12813,8.779999733,8.779999733,0,0,0,8.760000229,0,0,0,505,468,3616,22,2057,1068,76
2/24/2019,10332,7.110000134,7.110000134,0,0,0,7.090000153,0,0,0,467,659,3446,9,2058,934,76
2/25/2019,6204,4.360000134,4.360000134,0,0,0,4.349999905,0,0,0,269,609,2778,20,2059,494,75
2/26/2019,6577,4.619999886,4.619999886,0,0.899999976,0.449999988,3.269999981,0,12,7,224,692,2734,8,2060,490,73
2/27/2019,6527,4.480000019,4.480000019,0,0.930000007,0.479999989,3.069999933,0,13,7,238,786,2837,15,2061,575,73
2/28/2019,6418,4.480000019,4.480000019,0,0,0,4.46999979,0,0,0,274,598,2847,10,2061,536,71
3/1/2019,7582,5.329999924,5.329999924,0,0,0,5.269999981,0,0,0,282,638,2957,24,2062,627,69
3/2/2019,8995,6.300000191,6.300000191,0,0,0,6.28000021,0,0,0,390,487,3290,11,2062,875,69
3/3/2019,7335,5.119999886,5.119999886,0,0,0,5.110000134,0,0,0,328,595,3091,13,2063,702,67
3/4/2019,10254,7.150000095,7.150000095,0,1.809999943,0.560000002,4.730000019,0,23,9,286,655,3251,31,2063,874,69
3/5/2019,6954,4.840000153,4.840000153,0,0,0,4.820000172,0,0,0,292,615,3052,17,2064,680,70
3/6/2019,8436,5.929999828,5.929999828,0,1.309999943,0.319999993,4.300000191,0,22,15,227,704,3060,17,2064,756,71
3/7/2019,7112,4.989999771,4.989999771,0,0,0,4.96999979,0,0,0,327,741,2997,21,2064,622,74
3/8/2019,8802,6.190000057,6.190000057,0,0,0.25,5.929999828,0,0,12,366,494,3236,21,2064,826,73
3/9/2019,5864,4.119999886,4.119999886,0,0,0,4.099999905,0,0,0,350,697,3145,5,2065,652,71
3/10/2019,8530,5.929999828,5.929999828,0,0.090000004,0.920000017,4.900000095,0,3,30,373,643,3504,37,2065,1034,73
3/11/2019,7149,5.010000229,5.010000229,0,0,0,4.989999771,0,0,0,274,550,2960,19,2065,654,71
3/12/2019,4797,3.329999924,3.329999924,0,0,0,3.319999933,0,0,0,246,675,2793,6,2065,509,69
3/13/2019,6135,4.25,4.25,0,0.300000012,0.310000002,3.630000114,0,4,6,242,811,2890,10,2066,583,72
3/14/2019,4657,3.269999981,3.269999981,0,0,0,3.25999999,0,0,0,256,653,2817,9,2066,473,71
3/15/2019,7379,5.159999847,5.159999847,0,0.579999983,0.219999999,4.360000134,0,8,3,254,654,2986,30,2066,653,72
3/16/2019,12903,8.949999809,8.949999809,0,0.079999998,1.059999943,7.78000021,0,2,25,400,568,3624,14,2066,1160,71
3/17/2019,9022,6.340000153,6.340000153,0,0.230000004,0.25999999,5.840000153,0,5,14,357,408,3403,53,2066,982,73
3/18/2019,9344,6.539999962,6.539999962,0,0.02,0.540000021,5.96999979,0,1,14,276,669,3087,34,2067,740,75
3/19/2019,8343,5.869999886,5.869999886,0,0.449999988,0.239999995,5.159999847,0,6,4,281,612,3048,15,2067,727,72
3/20/2019,9639,6.78000021,6.78000021,0,0,0.100000001,6.659999847,0,0,6,350,239,3288,21,2067,904,74
3/21/2019,10196,7.170000076,7.170000076,0,2.339999914,0.730000019,4.090000153,0,31,12,271,205,3176,11,2067,780,75
3/22/2019,11791,8.239999771,8.239999771,0,0.589999974,0.270000011,7.360000134,0,8,5,347,640,3307,21,2067,923,76
3/23/2019,7115,4.929999828,4.929999828,0,0,0,4.920000076,0,0,0,317,391,2976,6,2067,632,74
3/24/2019,11085,7.800000191,7.800000191,0,0.079999998,0.059999999,7.630000114,0,8,5,503,480,3890,20,2067,1314,72
3/25/2019,11077,7.789999962,7.789999962,0,2.140000105,1.230000019,4.400000095,0,30,27,283,587,3366,23,2068,991,70
3/26/2019,11156,7.800000191,7.800000191,0,1.600000024,1.299999952,4.900000095,0,27,31,274,585,3429,32,2068,1070,70
3/27/2019,5377,3.779999971,3.779999971,0,0.689999998,0.850000024,2.230000019,0,10,13,159,870,2723,14,2068,501,72
3/28/2019,11068,7.75,7.75,0,1.210000038,0.239999995,6.289999962,0,16,4,316,550,3331,34,2068,933,69
3/29/2019,11002,7.71999979,7.71999979,0,1.50999999,1.730000019,4.460000038,0,22,29,295,732,3371,24,2068,972,70
3/30/2019,11127,7.820000172,7.820000172,0,0.779999971,1.350000024,5.559999943,0,18,39,356,565,3633,26,2068,1147,68
3/31/2019,9356,6.409999847,6.409999847,0,0,0,6.380000114,0,0,0,436,431,3569,14,2068,1065,66
4/1/2019,10518,7.369999886,7.369999886,0,1.620000005,0.670000017,5.059999943,0,22,16,256,608,3242,18,2068,834,64
4/2/2019,10007,7.039999962,7.039999962,0,2.450000048,0.449999988,4.130000114,0,32,8,230,665,2983,24,2068,697,65
4/3/2019,8468,5.940000057,5.940000057,0,1.039999962,0.560000002,4.320000172,0,14,9,257,650,2988,12,2068,664,66
4/4/2019,7468,5.239999771,5.239999771,0,0,0,5.230000019,0,0,0,223,656,2956,35,2068,689,65
4/5/2019,0,0,0,0,0,0,0,0,0,0,0,1440,1941,26,2068,0,
4/6/2019,0,0,0,0,0,0,0,0,0,0,0,1440,1941,14,2069,0,
4/7/2019,0,0,0,0,0,0,0,0,0,0,0,1440,1941,26,2068,0,
4/8/2019,0,0,0,0,0,0,0,0,0,0,0,1440,1941,36,2069,0,
4/9/2019,2297,1.610000014,1.610000014,0,0,0,1.610000014,0,0,0,113,1327,2405,30,2069,298,
4/10/2019,5444,3.799999952,3.799999952,0,0,0,3.799999952,0,0,0,215,1225,2718,9,2068,448,
4/11/2019,10349,7.199999809,7.199999809,0,0,0,7.199999809,0,0,0,274,1166,3071,28,2069,760,64
4/12/2019,6015,4.21999979,4.21999979,0,0,0,4.21999979,0,0,0,203,1237,2699,21,2069,494,63
4/13/2019,6113,4.289999962,4.289999962,0,0,0,4.289999962,0,0,0,297,1143,3005,6,2069,654,62
4/14/2019,9797,6.869999886,6.869999886,0,0.090000004,0.50999999,6.269999981,0,8,22,467,943,3879,23,2069,1314,62
4/15/2019,8082,5.670000076,5.670000076,0,0.569999993,0.109999999,4.989999771,0,8,3,264,1165,3069,19,2069,714,62
4/16/2019,8002,5.599999905,5.599999905,0,0.839999974,0.620000005,4.150000095,0,12,10,281,1137,3095,23,2069,710,63
4/17/2019,6853,4.809999943,4.809999943,0,0.600000024,0.109999999,4.099999905,0,8,2,227,1203,3017,23,2069,651,64
4/18/2019,6177,4.25,4.25,0,0.579999983,0.140000001,3.529999971,0,8,2,235,1195,2869,23,2069,555,64
4/19/2019,11331,8,8,0,0.200000003,0.409999996,7.369999886,0,9,20,523,365,4329,50,2069,1702,65
4/20/2019,2018,1.330000043,1.330000043,0,0,0,1.330000043,0,0,0,92,969,2286,9,2069,214,67
4/21/2019,2022,1.330000043,1.330000043,0,0,0,0,0,0,0,0,1440,1942,9,2069,0,
4/22/2019,7937,5.550000191,5.550000191,0,0.289999992,0.439999998,4.809999943,0,4,7,260,1169,3096,15,2069,771,68
4/23/2019,7115,4.949999809,4.949999809,0,1.159999967,0.200000003,3.579999924,0,16,3,241,644,2977,16,2069,674,67
4/24/2019,12405,8.680000305,8.680000305,0,1.399999976,1.879999995,5.389999866,0,20,36,319,627,3682,32,2070,1243,65
4/25/2019,6020,4.230000019,4.230000019,0,1.080000043,0.569999993,2.579999924,0,14,15,188,694,2869,12,2069,578,67
4/26/2019,8287,5.820000172,5.820000172,0,0.850000024,0.430000007,4.53000021,0,12,8,232,786,2936,28,2069,629,66
4/27/2019,12033,8.460000038,8.460000038,0,1.370000005,0.600000024,6.46999979,0,24,14,459,296,3844,37,2069,1308,67
4/28/2019,11371,7.239999771,7.239999771,0,0,0.879999995,6.340000153,0,0,22,380,558,3483,51,2069,1031,68
